class,text,language
0,Antelope - Igala / Agbonrin grasscutter- Oya Bush rat - okete Monkey- Obo Hedgehog - Akika / Aka Bush nnụnụ - Aparo Buffalo- Efon Porcupine- Lord Baboon - Inoki Boar - elede igbo 08068520851(mtn) ,igbo
1,🤣🤣 kai irin wannan mahaukaci ne,hausa
1,"Mo kò ní í ṣe pẹ̀lú gbígbé ilé fún àwọn ìnìkàngbé àti àwọn akẹ́gbẹ́, ṣùgbọ́n gbogbo èèyàn ní láti ní ibi tó dára fún gbígbé ní abúlé náà. kódà bí kò bá kàn jẹ́ láti tún ilé bàbá rẹ ṣe.",yoruba
0," : ""Mallam Saidu Magaji a Muslim who saved the life of a pregnant Christian woman in Bauchi Road Jos.He was stabbed on the head i…",english
2,"Wannan zai zama kisan kiyashi ne, saboda sojojin Fulani za su yi kisan kiyashi a kan mutanen kudu, Najeriya na bukatar raba gardama don raba arewa da kudu, babu wani abu kamar Najeriya, wannan yaudara ce da Gowon da kuma irin sa suka fada?",hausa
1,Some slangs and filthy talks can shut down the holy spirit in you if you don't know what to do.,english
1,"Wane irin tunani ne wannan, don Allah?",hausa
0,Kwanaki biyu ya kike,hausa
1,ọkùnrin yìí fẹ́ ṣe ohun èlò tí kò ní igi... fi agbára tó wà nídìí rẹ̀ ṣe àtúnṣe kó tó di pé gbogbo nǹkan míì máa ń wáyé... kódà ìpolongo tó ń gbéni ró pàápàá kò ní èrò tó dáa.,yoruba
0,"Now all Igbo Biafrans are under military siege, military checkpoints at every bus stop,extorting, abusing our people. ",english
0,Enwere m onye ọchịchị nke ____(otu steeti dị n'ebe ọwụwa anyanwụ) bụ enyi m ma o kwere m nkwa na onye m maara ga-enye m ọrụ.,igbo
2,Ọ dị egwu... ọ bụghị onye na-eme ihe ọjọọ na Benin,igbo
2," That will be a complete genocide. Bcos the military, dominated by Fulani's will commit mass murder against the ppl of the south.
Nigeria need referendum to separate the north from the south. There's nothing like one Nigeria. It's a hoax told by Gowon and his likes?",english
2,   It is all about religion. The Northerners are extremists and religious bigots. They want to kill everyone who is not in their religion. Shameless people and shameless religion.,english
0,manu 5while liverpool 1were ya ma ọ bụ hapụ ya,igbo
0,Báwo ni òjíṣẹ́ Ìhìn Rere ṣe lè dúró de àwọn àjẹsára kan láti fi fúnni ní ìrètí fún àwọn kòkòrò àrùn kan? Ibo ni ìgbàgbọ́ rẹ wà? - Olùṣọ́ Àgùntàn Chris Oyakhilome ,yoruba
1,"Talmabout you should correct him and not insult him , please shut tf up !!!! Women and Men are all over speaking against rape one idiot is making skits that promotes rape but  we should take it with levity , you’re not even sensible .",english
0,"Na yi karatu tare da yawancin 'yan Arewa kuma gaskiya ne, su masu hankali ne da kuma basira sosai!!",hausa
0,"Ịfunahụ ya enweghị ike ịbụ njedebe nke ndụ ya, ha bụ ọtụtụ ụmụ agbọghọ na-eto eto ndị mụrụ mgbe ha na-eme ihe ọjọọ.",igbo
2," When terrorizing is been sponsored by some Islamic militants, what do you expect people to think n there is this perception that Islamic people's are not tolerant. In Nigeria there is Boko haram, so for me there is nothing like ISlamophobia",english
0,Mba a bụ nanị ghetto zuru oke!!!!,igbo
2,🤣😂🤣😂😂😂😂 Wannan shi ne yadda 'yan arewa ke bi da kansu Ba abin mamaki bane komai a kan kawunan ku mutane suna da lalata da tashin hankali,hausa
0,Masu Yaki Da Muggan Laifuka LINK,english
0,Buhari kò yàn láti fòfin de Twitter. Ó yàn láti fòfin de: Ọ̀daràn Ìyàn Àwọn Olùṣọ́ àgùntàn Ìwà ìkà Ìwà ìkà Ìwà ìkà...,yoruba
1,Ndị bi n'ebe ugwu na-enweta ọnọdụ ka mma n'ala a.,igbo
0,: Wani mutumin Hausa ba zai yaudare ka ba kawai saboda ba ka fahimci yarensa ko kuma ba ka bin addininsa! ♂️,hausa
2,*haaa ya karya Ass bastard datti shitty bum rami gay alade tafi fuck wani kifi mustard... smelly rusty hakora,hausa
0,"Ina da 'yancin cewa duk wani fasto a wannan dandamali ya yi kira ko kira ga wani, fastoci ba alloli ba ne, kuma ya fi sauƙi mu matasa mu yi wa shugaban kasa ja-gora.",hausa
0,Òótọ́,yoruba
1,"Ta kasance mai ƙyama, baƙo, amma ka fita da ita?",hausa
1,"When last did you check your testosterone level? Lol"": If you are horny. Lemme see ya hands up""",english
0,Bí o ṣe lè fi ami iyasọtọ rẹ sí ipò èrò àwọn olùgbọ́ rẹ Àkọsílẹ̀ ami iyasọtọ tabi ìfòyemọ̀ ami iyasọtọ jẹ́ ohun pàtàkì nínú ọjà tita.,yoruba
0,"Ma ị na-akwado ihe mgbochi ma ọ bụ na ị na-akwado ya, onye otu APC ma ọ bụ PDP, onye Alakụba ma ọ bụ Onye Kraịst, onye ugwu ma ọ bụ onye ndịda, anyị niile nọ n'ime ya.",igbo
2,"Ahụtụbeghị m otu oriri dị ka APC. Ihe karịrị mmadụ 200 nwụrụ n'aka fulani ndị ọzụzụ atụrụ na Plateau State , Buhari, Lalong na APC na-enweghị isi nọ na-agba egwu shaku, shaku na Saturday @ Eagles square, Abuja.",igbo
2," :   
Do you hate us that much to abandon us with Hausa/Fulani tribe?
Self-governance for Biafra.
http:…",english
0,"Lol Yoruba na-ekwu "" won ja ni ile keji ko kan mi 😂😂😂. Ụzọ ụfọdụ na-eche na ọ bụ ihe na-akpasu iwe. Ya mere Lagos abụghị akụkụ nke Nigeria? ndị a bụ otu ndị ahụ na-anọ na olu mgbe niile",igbo
2,"Fulani makiyaya masu kisan kai suna neman tattalin arzikin yankunan karkara na kudancin Najeriya yanzu ya bayyana kamar wani yana neman tattalin arzikin yankunan birane na kudancin Najeriya, ",hausa
1,Kudi ba ya sa ka zama mace mai kyau kawai hookers ... dole ne ka ji dadin sama a duniya ko da yake,hausa
0,"Mo mọyì àwọn obìnrin gan-an, gbogbo ọkàn yín ló yẹ kí inú yín dùn, ó ṣeé ṣe kí nǹkan ò rí bí ẹ ṣe rí tẹ́lẹ̀, àmọ́ ọ̀pọ̀ ìbùkún ló ń bọ̀ wá fún yín"".",yoruba
2, Pure liar. We kn the northern agenda to islamizie.the real cos is greedy and perversions,english
1,S/o 2 m¥ goons....,hausa
1,"O jẹ́ òmùgọ̀ tó ń fi ẹ̀tàn ṣe àṣìṣe, tí wọ́n sì mú kó o sọ pé o ń fi ìkìlọ̀ èké rúbọ.",yoruba
2,Lokacin da nake wasa ina kwarkwasa da karuwai na ji kamar kasancewa cikin dangantaka ya zama ba daidai ba kuma mai ban dariya yanzu ina tare da mutumin da ya dace kuma ina cikin dangantaka mai kyau na fahimci cewa na kasance mai lalata da 'yan mata marasa kyau,hausa
1,"     You are not wise Mr. Obinna.

Please conceal your ignorance sir, but ending this tweet trend.

Gush!!!!!!!.",english
1,"O jẹ ọmọ ìhà àríwá, ètò naa ṣe ọ ni ayanfẹ. Mo tẹtẹ pe igbesi aye rẹ da lori owo-wiwọle rẹ! Nàìjíríà jẹ igbo kan, ti awọn ẹranko n jọba lori rẹ. ounjẹ aja!!",yoruba
1,"Ee, o nwere onye iberibe. Nna ya bụ ""eze"" n'ala nna ya. Lee gị na-azọrọ na ị bụ nwunye Igbo. Gerrara nọ ebe a.",igbo
0,"Biko tinye ọkụ nchọpụta gị, jiri ozi pidgin gị, Yoruba, hausa na Ibo, na ebubo ndina n'ike megide pastọ Biodun Fatoyinbo site Busola Dakolo.",igbo
2,Àwọn obìnrin jẹ́ ẹ̀gbin😂😂😂😂😂😂😂😂😂😂😂,yoruba
0," : Davido performed Assurance at the  Jimmy Kimmel show, to remind y’all again that Chioma is still No1 and that Yoruba men…",english
1,Fi ẹri tabi stfu han,yoruba
2,"wọ́n fẹ́ máa ṣe bíi ti almajiri, wọ́n sì fẹ́ máa ṣe bíi ti swat tí wọ́n ń ṣe bíi ti almajiri.",yoruba
0,Omi òjò tó ń rọ̀ ní àárín gbùngbùn Scotland nísinsìnyí.,yoruba
0,NKE NDỊ NA-ENYERE GỊ AKA,igbo
1,Ị ga-abụ mumu,igbo
2,"Nwa agbọghọ a bụ nkọwa ma ọ bụrụ na Ole, onye ohi Ole, onye umengwụ.",igbo
1,Maza iri ɗaya da suke yin jima'i da 'yan leeches.,hausa
2,Wasu daga cikinku da suka yi karatu a arewa har yanzu ba su san dalilin da ya sa mutanenku suke yin kama da dabbobi kun bar ainihin dalilin matsalar ku yi magana game da Lahadi kuma lokacin da kuka zama kakakin Yoruba kun zama kwari da lahani wannan shine abin da kuke duka,hausa
2,"Mo gbàdúrà pé kí àwọn olùṣọ́ àgùntàn fulani aláìláàánú yìí kó ẹ̀gbọ́nbìnrin rẹ tí ẹ ń fẹ́ràn lẹ́nu, tàbí kí wọ́n jí ẹ́ gbé ní tààràtà.",yoruba
0,"Anyị na-eri ihe ndị a niile site na ndị ugwu & Be Healthy. Ha anaghị egbu egbu. Boko-Haram, ndị ohi, ndị na-apụnara mmadụ ihe, ndị ohi na-eji ngwá agha eme ihe niile sitere n'aka ndị ọjọọ n'ụwa niile! Ha na-egbu n'ebe ugwu, ị na-akpọ ya Fulani Shepherdmen. Mgbe ha na-egbu n'Ebe Ọwụwa Anyanwụ, ị na-akpọ ha ndị ohi a na-amaghị ama",igbo
2,"Southern. E-diots.
Even the North ain't naming anything after Buhari because they know he is a failure. They only support him because they want power to remain with them.

But downtown, we are embalming him.

If Rochas Okorowusa were still Gov, he would have built his statue. LINK",english
0,Gịnị ka ị na-eme mgbe ahịa bụ saturated??,igbo
0,"Wanene ni Yarima, Ko Ice Yarima kike nufi?",hausa
0,Echiche ndị magburu onwe ha,igbo
1, Crazy Rich Asians 💯,english
1,"Mgbe ụfọdụ ịkpọasị na amaghị akwụkwọ na-eme ka ndị mmadụ ghara inwe ezi uche n'ihe ha na-eme, ya mere ha nwere ike ikwu ihe ọ bụla ha chọrọ.",igbo
2,Báwo làwọn ará àríwá ṣe lè ní ìrètí láti ṣàkóso ayé àtọ̀run?Ta ni wọ́n?Àwọn ẹranko ẹhànnà àti àwọn ẹranko ẹhànnà tí kò sí láàyè.,yoruba
0,   You are just battling your own pocket all you people are same  no matter what don't bit fingers that feed u,english
1,"Imagine someone that made an Lgbtq advocative film was threatened;!!

And you people say no one gives a shit

Werey Dey Disguise ",english
1,ndị a media abi na amebo nkesa ụlọ ọrụ bụ n'ezie vultures. wow. na-achọ nwụrụ anwụ anụ n'ebe ọ bụla na n'ebe nile. Ndo oh ma anyị na-gay na-adị ndụ ugbu a karịa mgbe ọ bụla. ị na-akpọ lesbian dị ka ọ bụ ihere. ma ọ bụ gị na-enweghị nsọpụrụ.,igbo
0,O ti n gba ọgbin ọgbin.,yoruba
2," Indeed, the celebration of the gift of the Holy Spirit turned to grave blood shedding by heartless n senseless Fulani terrorist who are out to cause deep hatred but they miss out.",english
1,"If your boyfriend has to erase his messages before he gives you his phone, your boyfriend isn’t worth shit.""",english
2,"Gwamnatin Fulani ta Najeriya na son tura wasu 'yan bindigar Fulani zuwa gabas. Ba sa son a hana ayyukan ta'addanci na ɓoye. Me ya sa ake sake yin dokar kulle? Wannan ba don Covid19 ba ne, wannan gwamnatin ta'addancin Fulani na iya yin mugunta.",hausa
1,Lag chicks make me wan marry any girl from warri and its environs..  girls are saints compare to the ones in lag..SHIT,english
0, : Lampard reports that Ben Chilwell is in the squad tomorrow. Hakim Ziyech and Christian Pulisic are getting closer to fitness…,english
1,"Anyị nwere ọha mmadụ nke ndị na-eme ihe ike. nwoke ọ bụla nwere ike ihi ụra gburugburu, ma hụ nwa ha n'anya naanị na ngwụsị izu. Ọ na-ewe...",igbo
0,"           I dont speak any language jare, even my yoruba is not good.",english
0,"Aikin da aka yi a jihar Eko a jihar Eko a jihar Kano, ya yi wa'adi a jihar Kano, a jihar Kano, a jihar Kano, a jihar Kano, a jihar Kano, a jihar Kano, a jihar Kano, a jihar Kano, a jihar Kano, a jihar Kano, a jihar Kano, a jihar Kano, a jihar Kano, a jihar Kano, a jihar Kano, a jihar Kano, a jihar Kano, a jihar Kano, a jihar Kano, a jihar Kano, a jihar Kano, a jihar Kano, a jihar Kano, a jihar Kano, a jihar Kano, a jihar Kano, a jihar Kano, a jihar Kano, a jihar Kano, a jihar Kano, a jihar Kano, a jihar Kano, a jihar Kano, a jihar Kano, a jihar Kano, a jihar Kano, a jihar Kano, a jihar Kano, a jihar Kano, a jihar Kano.",hausa
2,"N'ụzọ dị mwute, ọtụtụ ụmụ agbọghọ ga-achọ inweta ihe karịa inye ya n'efu, ma n'eziokwu, ọtụtụ ụmụ agbọghọ bụ ụmụ akwụna.",igbo
0,. U̶̲̅̊ ọkụ ọkụ ọkụ,igbo
1,"You are actually a mad person.
You and the stupid life you’ve started since God knows when.
You deserve more than just curses; you deserve hot slaps, if you don’t understand that any and everybody can call out an incompetent public office holder.
Aunty ode!
🤡 LINK",english
0,a òwúrọ̀ tó dára lónìí nítorí ayé yìí dára gan - an vs 2baba!,yoruba
1,"Ị na-agaghị na-emechi gị nzuzu ọnụ, na gị na nwanne gị nwaanyị na-aga na-agwa m! Na ị na-eche izu ike onwe gị.",igbo
0,Acrobat Christian Stoinev &amp; dog Percy fi awọn Onidajọ silẹ ni iyipo kan ni Britains Got More Talent 2017 LINK,yoruba
0,Ilu daru a ko'ina suna warwatse !!!,hausa
0,"Bí ahọ́n rẹ bá sì mọ́ funfun, ńṣe ni kò ní sí kòkòrò kankan lórí rẹ̀.",yoruba
1,   See  this idiot in the making,english
0,"O lè fẹ́ ṣe ohun tó wù ẹ́ kó o sì máa rìn ní ọ̀nà tìrẹ,...",yoruba
1, This man wants to produce furniture without wood... Fix power First and everything else would come to play... Even the common sense propaganda lacks common sense,english
2,Nwa agbọghọ kasị mma a rụpụtara n'ebe ugwu... ọ ga-adị m ka ya bụrụ onye ugwu.,igbo
0, After Anambra election!,english
2," : Terrorists and Alamajiris.

As wicked and lazy as their fathers.

 

   LINK",english
2,Yawancin 'yan kudancin suna da ilimi da wawaye.,hausa
0,da alheri,hausa
2,"Ndị isi ugwu/ndị ohi a dị njọ nke na ha agbaala NDDC, steeti niile dị n'ebe ndịda ka ha jiri ụma zuo ""oyel "" nke e bu n'obi maka mmepe ahụ ma zoo ha ná mba ọzọ.",igbo
0,Ta yaya za ka zama ɗan arewa?,hausa
1,Gịnị ka ị na-atụ anya ndị na-eche na ha Anus!!!!,igbo
0,"SOS na Odunsi Street na Bariga, okporo ụzọ ahụ bụ a kpam kpam ọdachi karịsịa na mmiri ozuzo a oge.",igbo
1,Kai ne mafi girman maƙaryaci duk maganganun ka ba su da tushe kuma suna haifar da rikici ga ƙaunataccen al'ummarmu... a bayyane yake cewa waɗannan mutane suna gwagwarmaya don son kai ba don musulmai ba kuma 99% na waɗanda suka sha wahala daga BH musulmai ne amma kuna son haifar da ƙiyayya a tsakaninmu LINK,hausa
1,Babban ƙarya ku mutane koyar da mutane ƙarya rukunan,hausa
1,"😂😂 ni ara rẹ a dey sọrọ, yoruba èṣù 🙄",yoruba
1,    Shameless one percent Geng🗣️ LINK,english
2,"Mama always told me I was crazy,
My hoes say I'm amazing,
But I don't listen to a lady,
But the bitch say I'm hot,
And I say no bitch I'm blazing, like what d fuck do u expect, I'm motherfucking cajun
I feel caged in my mind, it's like my flow doing time, I goes crazy inside",english
0,"An anti-Islamist Libyan politician, Osama al-Mansouri, has been killed by gunmen in eastern Libyan city of Derna LINK",english
1,"Wannan tweet ba daidai ba ne, a matsayin mata na jin kunya a madadinku.",hausa
0,Ka dubi gefen ni wannan karon Abeg... ka sa ni murmushi a wannan lokacin... Abeg 🙏🏻,hausa
2,"A máa ń sọ̀rọ̀ nípa ẹ̀yàyàyà, nígbà tí àwọn aláwọ̀ dúdú ni àwọn agbéraga tó tóbi jù lọ.",yoruba
1,Ka yi tunanin cewa ina aiki kuma ina taimakawa wajen kula da gidana wataƙila saboda mijina ba zai iya kula da ni ba? Wace irin wawaye kuke haifawa a wannan app ɗin? Wace mace ce har yanzu take yin irin wannan tunani? Anuofia.,hausa
2,"Onye iberibe, kpọọ ha aha ọ bụla ha ka nọ n'ihu gị, onye iberibe nke na-eche naanị site na ọnụ ya ebe ọ bụ na isi ya buru ibu bụ ihe efu, wakpo m gị onye iberibe na kwụsị ịwakpo ndị agbụrụ na-enweghị ihe ha mere, onye na-agụ akwụkwọ na-eche na aha Islam ọ bụla bụ ugwu.",igbo
0,"BH sun damu da Arewacin Najeriya har tsawon shekaru Allah ya san tsawon lokacin da Fulani Shepherdsmen suka yi sacking kauyuka a Kudu na shekaru, babu wanda ya barazana Hausa / Fulani mutane da yaki Saboda Ipob ne daga SE, da gutsura-tsura bigots fara amfani da tunanin rasa yaki don tsoratar da Igbo mutane LINK",hausa
1,"""Masu kiwo sun kai hari a Ebonyi yau"" ban so in faɗi komai ba a yau, amma maganar banza ta jawo ni, ina fata za ku rufe wannan baƙar magana da kuke kira baki yanzu LINK",hausa
2,Aunty Femszyy kò ní fi ara rẹ́ sílẹ̀. Ẹ jọ̀wọ́ ẹ jọ̀wọ́ ẹ jọ̀wọ́ ẹ jọ̀wọ́ ẹ jọ̀wọ́ ẹ jọ̀wọ́ ẹ jọ̀wọ́ ẹ jọ̀wọ́ ẹ jọ̀wọ́ ẹ jọ̀wọ́ ẹ jọ̀wọ́ ẹ jọ̀wọ́ ẹ jọ̀wọ́ ẹ jọ̀wọ́ ẹ jọ̀wọ́ ẹ jọ̀wọ́ ẹ jọ̀wọ́ ẹ jọ̀wọ́ ẹ jọ̀wọ́ ẹ jọ̀wọ́ ẹ jọ̀wọ́ ẹ jọ̀wọ́ ẹ jọ̀wọ́ ẹ jọ̀wọ́ ẹ jọ̀wọ́ ẹ jọ̀wọ́ ẹ jọ̀wọ́ ẹ jọ̀wọ́ ẹ jọ̀wọ́ ẹ jọ̀wọ́ ẹ jọ̀wọ́ ẹ jọ̀wọ́ ẹ jọ̀wọ́ ẹ jọ̀wọ́ ẹ̀wọ́ ẹ̀wọ́ ẹ̀wọ́ ẹ̀wọ́ ẹ̀wọ́ ẹ̀wọ́ ẹ̀wọ́ ẹ̀wọ́ ẹ̀wọ́ ẹ̀wọ́ ẹ̀wọ́ ẹ̀wọ́ ẹ̀wọ́ ẹ̀wọ́ ẹ̀wọ́ ẹ̀wọ́ ẹ̀wọ́ ẹ̀wọ́ ẹ̀wọ́ ẹ̀,yoruba
0,Hmm... ihe ndị a niile na-eme ka obi na-ajọ njọ...,igbo
1,"Mgbe ụfọdụ n'ime steeti ndị dị n'ebe ugwu na-agwụ ike n'ihi mwakpo a na-adịghị akwụsị akwụsị, ha ga-eti mkpu &amp; amp; ndị agha gaa n'okporo ámá na-akpọ ndị isi ụwa ndị ọzọ ka ha mata ọnọdụ ha.",igbo
1,Don Allah duk waɗannan matan da ke da kwakwalwar kifi biko idan yana samun 200k kowane wata to yana da kyau sosai don fara iyali,hausa
1,  The bastard that gave birth to you fool,english
0,Gaskiya kam 😎😎 LINK,igbo
0,Ina tallafawa Arsenal da komai...,hausa
1,"Tasha's is the pepper, even with the presence of the Oyibo, y'all still looking for that ur favorite  local dumb olosho, I restan tacha  LINK",english
1,": Duk mutanen da suka yi amfani da kalmar ""masu bauta wa Ista"" maimakon Kiristoci, baƙon ƙazanta ne na duniya.",hausa
0,Ndịda niile chere na ndị Igbo bụ nsogbu unu,igbo
1, u even expose your extra-stupidity and mental barrenness by abusing the President. Loaffer!,english
0,"Mo tún gbọ́ ìtàn kan nípa irú obìnrin kan tó jẹ́ ayaba Yorùbá tó ní àwọn aya, àti ní Íjíbítì, àwọn ọba kan tí wọ́n ń gòkè re lọ sí ipò ọba ni wọ́n mọ̀ pé àwọn ní ìbálòpọ̀ pẹ̀lú àwọn aya wọn.",yoruba
0,"Abin takaici ne idan mutanen da ka sani suka zama mutanen da ka sani &amp; apos; yadda ka taba iya magana da su, kuma yanzu ba za ka iya kallon su ba.",hausa
0,Mo n't ká tabi idi fun ohunkohun 🏼... kan kekere n ko si makeup girl 👌🏼 LINK,yoruba
0,Masu gangster na intanet 🤣🤣,hausa
2,  You pple and this religious mentality what has banking got to do with being Muslim 😏🤔 Nigerians and their gullible mentality they keep dividing themselves all in the name of religion 😒 fucked pple,english
2," Wetin consign this mumu fulani janjaweed man, hunger want finish us here he dey go Niger",english
1,Ị na- eme ka m daa mbà mgbe niile,igbo
1,  The most annoying of all IPOB atrocities is the recent increasement in Trophy beer price... I will never forgive IPOB for this ...,english
2,"kí n lè yí Nàìjíríà padà sí UAR, ìdí pàtàkì kan tó fi yẹ kí n yàtọ̀ sí èyí ni pé gbogbo orílẹ̀-èdè ló mọ orúkọ wọn. wọ́n fẹ́ ṣe àfikún fulani láti gba ilẹ̀ wa lábẹ́ àgbékalè wọn ní ilẹ̀ ilẹ̀ Áfíríkà. àwọn èèyàn tó ń ṣeré.",yoruba
2,"Mafi munin fastocin Kirista fastoci ne masu fansa, mugayen ɓarayi, dukansu, wawaye marasa amfani.",hausa
0,"A takaice dai, ba wanda ya shirya magana game da matsalarmu.",hausa
1,"O jẹ o! Verrrrrr iyanu gan. ejò ti gbogbo tnz? ranti mi lati ko mu o, nigbati a ba ri ara wa!!!!",yoruba
0,Wannan ɗan ƙaramin ƙwari yana sa yarinyarmu ta damu.,hausa
0,  😂😂😂 it seems like you're very experienced,english
0,tún ṣe é......... kò sí!!!!!,yoruba
0,Hanyar da Za a Bi,hausa
1,Ị bụ onye iberibe nwanne!!! onye isi gị Gbaja 😂 😂😂 ị chefuola ikwu na anyị na-aga otu mahadum???,igbo
1,"I wee mewe ka m ghara ịla azụ n' ebe onye zitere m ya nọ , ọ bụrụ na anyị enweghị ego anyị ga- eji nweta gị , ha ga- eme ka ị bụrụ ọnụ otú a .",igbo
0,  He b lyk tennage ninja mutant turtles 🐢,english
0,"Mafi kyaun gida a cikin Musulmi shi ne wanda yake da marãyu wanda ake yi masa alheri, kuma mafi mũnin gidan a cikin Musulmi...",hausa
0,"Nọrọ ebe ahụ oga wey ndị Fulani ahụ nweta Ak47 abi u no Dey nụ nke ahụ, ndị Yoruba m enweghị oge maka kunfu na dem no agaghị anwụ, Na mmụọ dem dey jiri lụso ha ọgụ na ehi ha ....",igbo
1,Ihe nzuzu gị karịrị akarị iji mee ka ọ ghara ịdị irè.,igbo
1,Èmi yóò fi ìparun rọ̀ sórí rẹ bí o kò bá mú un kúrò lára rẹ CUNT,yoruba
1,"Ị bụ onye nzuzu ka ukwuu Mr na m nwere ihe ọ bụla iji gosi a ebube nzuzu. m na mgbe niile kwuru megide igbu ọchụ nke ụdị ọ bụla, m nwere ihe ọ bụla iji nweta site ọ bụla ọzọ n'ihi na m na-abụghị hausa ma ọ bụ Yoruba.",igbo
0," : If you think I am scared of a cockroach, ant, rat or something as a female, that I will runaway whenever I see one, the…",english
1,Kai ba komai bane face wani baƙar fata mara kyau.,hausa
1,"àmọ́, kí nìdí tí òmùgọ̀ yìí fi ń sọ̀rọ̀ nípa èdè yorùbá? Ó dà bíi pé ọpọlọ rẹ ti yí padà sí ẹ̀yà ẹ̀yìn rẹ, ọ̀mùgọ̀, fojú winá ẹ̀yà rẹ omo ale",yoruba
0,"ó sọ pé ""ìwọ̀n ikú"" ni ọ̀nà tó jẹ́ àbájáde ìwọra àti ìwà ìbàjẹ́. a nílò àwòrán, ká lè máa gba ẹ̀kọ́ yìí láyè nípasẹ̀ àwọn iléeṣẹ́ ìròyìn.",yoruba
1,"Finally as a Christian🤣🤣🤣 let the holy ghost be your comforter in times of heart ache and heart break Cos men! If you don’t have Him it will be tough, most times the heartbreak is totally avoidable Cos he tells u before hand but you no dey hear word u get  coconut head!",english
0, Hausa Fulani ga naku!!! Jamaa maza ta mata kuyi regista a LINK domin hada zumunta da auratayya.,english
1,"Deranged and brainwashed fellows being used for political gains.

Bereft of sense of reasoning.

Sold out souls!!! LINK",english
1,"Ya mere, ihe kpọmkwem bụ D ebumnobi ma ọ bụrụ na ọ bụghị ime ka a reputable mmebi?E mere a kpamkpam ụgha akụkọ na-agbakwunye aha onye ọ bụla na ya ma mgbe ahụ ị ""na-achọghị na-eweta taooma aha ọma n'ụdị ọ bụla nke aha ọjọọ""!Tupu smbody na-akwụ oké maka ụdị nonsense ọ gaghị akwụsị",igbo
2,"Nígbà tó yá, àwọn obìnrin kan tí wọ́n ń jẹ́ Mumu yóò sọ pé àwọn ọkùnrin jẹ́ ẹ̀gbin",yoruba
1,Buhari bai biya kowa komai ba... ya sanar da hakan kamar wata tarkace. Biafra ba ta da wawaye Oga. Ka nuna min hujja cewa an biya mutum daya. Mun yi shiru na dogon lokaci muna jimrewa don haka ba za mu iya yin laifinmu ba yanzu muna ihu. Ka je ka yi magana da Buhari don tabbatar da kasar da ya yi maka alkawarin. Ba ni ba,hausa
2,"Kai, APC a na-eche na onye ọ bụla bụ onye nzuzu dị ka ndị ugwu.",igbo
1,Èèyàn òmùgọ̀,yoruba
1,"Ọ bụrụ na ị na-enweghị uche ndị ọzọ nwere uche, ị bụ nnukwu onye nzuzu Becox gị onye òtù ezinụlọ ma ọ bụ nwa gị e gburu nzuzu dị ka gị",igbo
0,Ị ga-adị ka azụ̀ kote ,igbo
1,"Mark gị, bụ reputable na Allah, ma ọ bụrụ na ị na-enweghị nsọpụrụ maka aha ahụ, ị bụ a furu efu na-akpata. Ọ bụ nnọọ n'elu gị nzuzu na mpako.",igbo
0,Àbí,yoruba
2,"Idan wannan shi ne abin da Musulunci ya koyar, to, Muhammad da Allah ne sharar gida da shit",hausa
0,Ọrịa ịba na-agbasa mgbe anwụnta Anopheles nwanyị na-arịa ọrịa na-agwọ mmadụ. Nke a bụ nanị ụdị anwụnta nwere ike ịgbasa ịba.,igbo
2, Those BIAFRAUD guys are worst than terrorist. LINK,english
1,Shin za ku zo ku ɗauki wannan tsohon wawa? menene wannan wauta? Shin 'yan fashi ba su kashe yara ba?! Allah ya hukunta Gumi! Mutumin mugunta yana wasa da rayuwar yara don samun maki na siyasa mai rahusa! zo ku ɗauki ɗan'uwan ku na 'yan ta'adda!! LINK,hausa
1,Who is teaching ladies that enduring a man's bullshit makes them wife material😒. Ur just giving them more reason to continue being irrational cos de know u will over look it.,english
1,"Sega ya zaɓi wani tweet wanda ke tallafawa Snooty Bigoted prig na mutum, ya faɗi tweet tare da Lopsided comment, wanda ya sha wahala da Prejudices - sannan ya tura rashin amincinsa ga wasu!",hausa
0,Ìpínra 🙏,yoruba
0,"Buhari ṣẹ́gun ìdìbò ọdún 2015. Àwọn arákùnrin rẹ̀, àwọn olùṣọ́ àgùntàn Fulani kò pinnu láti kó àwọn aráàlú ní àárín gbùngbùn ààlà ní ọdún 2015.",yoruba
1,"Yoruba suna ta zubar da wando a ko'ina lokacin da wani mutumin Igbo ya kira su ""Masu hankali"" Na yi nadamar shiga...",hausa
1,"Ọjọ́ iwájú àti drake  ìyẹn ni orin ọjọ iwaju pẹlu drake, shey nítorí pé drake ni o jẹ ko gumbody  Nigerians ati àìmọye jẹ bi 5 &amp; 6! O ni awọn ẹbun lori orin! O ti a ti yan ati o win! J Cole gba Grammy akọkọ rẹ nipa ti o wa ni ifihan lori 21 egbo orin sọrọ nipa mumu",yoruba
0,Mgbe niile na-aga na na-anọgide a njikọ,igbo
1,M na-eche ma ọ bụrụ na Femi Falana bụ ezigbo SAN .. nwoke a bụ ime nzuzu,igbo
1,Onye Nigerian a na-eme ihe ọjọọ kwesịrị ịmụta ịbụ onye dị adị karịa. Dị ka ọ dị n'afọ ndị '80#,igbo
1,"Lol, ohichapụ tweet 😂😂 nwaanyị ihere, ọ na-eche na a chụpụrụ ya",igbo
1,O ò sọ̀rọ̀ tó burú jáì.,yoruba
